movies,year,genre,rating,brief summary,votes,director,actor,count_actors,count_directors,rating category,voting category
I Don't Feel at Home in This World Anymore,2017,"Comedy, Crime, Drama            ",6.9,"When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",52197,Macon Blair,"Melanie Lynskey, Chris Doubek, Marilyn Faith Hickey, Jared Roylance",4,1,Moderate,Very Popular
The Meyerowitz Stories (New and Selected),2017,"Comedy, Drama            ",6.9,An estranged family gathers together in New York City for an event celebrating the artistic work of their father.,45047,Noah Baumbach,"Adam Sandler, Grace Van Patten, Dustin Hoffman, Elizabeth Marvel",4,1,Moderate,Very Popular
Super Dark Times,2017,"Crime, Drama, Horror            ",6.6,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.",20965,Kevin Phillips,"Owen Campbell, Charlie Tahan, Elizabeth Cappuccino, Amy Hargreaves",4,1,Moderate,Very Popular
Zwartboek,2006,"Drama, Thriller, War            ",7.7,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",74139,Paul Verhoeven,"Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn",4,1,High,Very Popular
The Half of It,2020,"Comedy, Drama, Romance            ",6.9,"When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend - or fall for his crush.",31488,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz",4,1,Moderate,Very Popular
Before I Wake,2016,"Drama, Fantasy, Horror            ",6.2,A couple adopt an orphaned child whose dreams - and nightmares - manifest physically as he sleeps.,42362,Mike Flanagan,"Kate Bosworth, Oleksandr Reshetilov, Thomas Jane, Jacob Tremblay",4,1,Moderate,Very Popular
Someone Great,2019,"Comedy, Romance            ",6.2,"After a devastating break up on the eve of her cross-country move, Jenny enjoys one last NYC adventure with her two best pals. Someone Great is a romantic comedy about love, loss, growth and the everlasting bond of female friendship.",19530,Jennifer Kaytin Robinson,"Gina Rodriguez, LaKeith Stanfield, Brittany Snow, DeWanda Wise",4,1,Moderate,Very Popular
Feel the Beat,2020,"Comedy, Drama, Family            ",6.3,"After failing to find success on Broadway, April returns to her hometown and reluctantly is recruited to train a misfit group of young dancers for a big competition.",9400,Elissa Down,"Sofia Carson, Pamela MacDonald, Sonia Laplante, Nayo",4,1,Moderate,Popular
"See No Evil, Hear No Evil",1989,"Comedy, Crime            ",6.9,"Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.",51788,Arthur Hiller,"Richard Pryor, Gene Wilder, Joan Severance, Kevin Spacey",4,1,Moderate,Very Popular
Dolemite Is My Name,2019,"Biography, Comedy, Drama            ",7.3,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",56613,Craig Brewer,"Eddie Murphy, Keegan",2,1,High,Very Popular
Beasts of No Nation,2015,"Drama, War            ",7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",76530,Cary Joji Fukunaga,"Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote",4,1,High,Very Popular
We Summon the Darkness,2019,"Horror, Music, Thriller            ",5.2,"Three best friends embark on a road trip to a heavy-metal show, where they bond with three aspiring musicians and head off to one of the girls' country home for an after-party.",8597,Marc Meyers,"Alexandra Daddario, Keean Johnson, Maddie Hasson, Amy Forsyth",4,1,Moderate,Popular
Final Score,2018,"Action, Drama, Thriller            ",5.8,"After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.",10598,Scott Mann,"Martyn Ford, Gordon Alexander, Alexandra Dinu, Peter Pedrero",4,1,Moderate,Very Popular
When We First Met,2018,"Comedy, Fantasy, Romance            ",6.4,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.",44822,Ari Sandel,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor",4,1,Moderate,Very Popular
Isn't It Romantic,2019,"Comedy, Fantasy, Musical            ",5.9,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.,65584,Todd Strauss,"Rebel Wilson, Liam Hemsworth, Adam Devine, Priyanka Chopra Jonas",4,1,Moderate,Very Popular
Red Dot,2021,"Drama, Horror, Thriller            ",5.5,"When Nadja becomes pregnant, they make an attempt to rekindle their relationship by traveling to the north of Sweden for a hiking trip but soon their romantic trip turns into a nightmare.",11555,Alain Darborg,"Nanna Blondell, Johannes Kuhnke, Anastasios Soulis, Anna Azcárate",4,1,Moderate,Very Popular
Ludo,2020,"Action, Comedy, Crime            ",7.6,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",33766,Anurag Basu,"Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh",4,1,High,Very Popular
Verónica,2017,Horror            ,6.2,"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.",37751,Paco Plaza,"Sandra Escacena, Bruna González, Claudia Placer, Iván Chavero",4,1,Moderate,Very Popular
The Ghost Writer,2010,"Crime, Drama, Mystery            ",7.2,"A ghost writer, hired to complete the memoirs of a former British Prime Minister, uncovers secrets that put his own life in jeopardy.",159090,Roman Polanski,"Ewan McGregor, Pierce Brosnan, Olivia Williams, Jon Bernthal",4,1,High,Very Popular
The Boy Who Harnessed the Wind,2019,"Biography, Drama, History            ",7.6,"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",32661,Chiwetel Ejiofor,"Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo, Robert Agengo",4,1,High,Very Popular
Hoo-goong: Je-wang-eui cheob,2012,"Drama, History, Romance            ",6.1,"A tragic love triangle story between Hwa-Yeon, a daughter of a nobleman, her true love Kwon-Yoo, a servant and the man who will be King, Prince Sungwon.",1756,Dae,Yeo,1,1,Moderate,Popular
War Machine,2017,"Comedy, Drama, War            ",6.0,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.",43574,David Michôd,"Brad Pitt, Daniel Betts, John Magaro, Emory Cohen",4,1,Moderate,Very Popular
Welcome Home,2018,Thriller            ,5.2,"A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans.",6846,George Ratliff,"Emily Ratajkowski, Aaron Paul, Riccardo Scamarcio, Katy Louise Saunders",4,1,Moderate,Popular
Batman: The Movie,1966,"Adventure, Comedy, Crime            ",6.5,The Dynamic Duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,30610,Leslie H,"Adam West, Burt Ward, Lee Meriwether, Cesar Romero",4,1,Moderate,Very Popular
Dark Places,2015,"Crime, Drama, Mystery            ",6.2,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",43273,Gilles Paquet,"Charlize Theron, Nicholas Hoult, Christina Hendricks, Chloë Grace Moretz",4,1,Moderate,Very Popular
6 Days,2017,"Action, Drama, History            ",6.2,"Based on the Iranian Embassy siege of 1980, this action-thriller dramatizes a six-day standoff between armed Iranian Arabs and SAS soldiers ready for a counterattack.",19869,Toa Fraser,"Jamie Bell, Mark Strong, Abbie Cornish, Martin Shaw",4,1,Moderate,Very Popular
Tall Girl,2019,"Comedy, Drama, Family            ",5.2,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",19380,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc",4,1,Moderate,Very Popular
Cam,2018,"Drama, Horror, Mystery            ",5.9,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.",28739,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid",4,1,Moderate,Very Popular
Boyka: Undisputed IV,2016,"Action, Drama, Sport            ",7.0,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for.",26802,Todor Chapkanov,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov",4,1,High,Very Popular
Between Two Ferns: The Movie,2019,Comedy            ,6.1,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,28298,Scott Aukerman,"Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara",4,1,Moderate,Very Popular
A Perfect Ending,2012,"Drama, Romance            ",5.7,"Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.",4044,Nicole Conn,"Barbara Niven, Bryan Mordechai Jackson, Jessica Clark, John Heard",4,1,Moderate,Popular
Das schaurige Haus,2020,"Drama, Family, Fantasy            ",5.4,"Hendrik is sixteen, a big city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To make matters worse, the locals...                See full summary »",2713,Daniel Prochaska,"Marii Weichsler, Julia Koschitz, Leon Orlandianyi, Lars Bitterlich",4,1,Moderate,Popular
Rim of the World,2019,"Action, Adventure, Comedy            ",5.2,Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,20693,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr",3,1,Moderate,Very Popular
The Saint,2017,"Action, Adventure, Crime            ",4.9,"International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.",6077,Ernie Barbarash,"Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar",4,1,Low,Popular
Night in Paradise,2020,"Action, Crime, Drama            ",6.7,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.",4668,Park Hoon,Tae,1,1,Moderate,Popular
Amar,2017,"Drama, Romance            ",5.2,"Laura and Carlos love each other as if every day was the last, and perhaps that first love intensity is what will tear them apart a year later.",4083,Esteban Crespo,"María Pedraza, Pol Monen, Natalia Tena, Greta Fernández",4,1,Moderate,Popular
Le convoyeur,2004,"Action, Crime, Drama            ",6.6,A mysterious vengeful man takes a job as a security guard for a money transport company amidst a series of violent robberies.,3525,Nicolas Boukhrief,"Albert Dupontel, Jean Dujardin, François Berléand, Claude Perron",4,1,Moderate,Popular
Valley of the Dolls,1967,"Drama, Music, Romance            ",6.0,Film version of Jacqueline Susann's best-selling novel chronicling the rise and fall of three young women in show business.,7900,Mark Robson,"Barbara Parkins, Patty Duke, Paul Burke, Sharon Tate",4,1,Moderate,Popular
The Shack,2017,"Drama, Fantasy            ",6.3,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""",31775,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",4,1,Moderate,Very Popular
Yakuza and the Family,2020,"Crime, Drama            ",7.0,"Kenji Yamamoto's father died from using a stimulant drug. His life fell into desperation. Kenji then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi ...                See full summary »",1192,Michihito Fujii,"Gô Ayano, Naoyuki Fernandez, Hayato Ichihara, Hayato Isomura",4,1,High,Popular
Maggie,2015,"Drama, Horror, Sci-Fi            ",5.6,"A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",42895,Henry Hobson,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Laura Cayouette",4,1,Moderate,Very Popular
Broken City,2013,"Action, Crime, Drama            ",6.2,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.",77749,Allen Hughes,"Mark Wahlberg, Russell Crowe, Catherine Zeta",3,1,Moderate,Very Popular
Step Up 2: The Streets,2008,"Drama, Music, Romance            ",6.2,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,82792,Jon M,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam Sevani",4,1,Moderate,Very Popular
L'incredibile storia dell'Isola delle Rose,2020,"Adventure, Comedy, Drama            ",7.0,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.",16127,Sydney Sibilia,"Elio Germano, Leonardo Lidi, Matilda De Angelis, Tom Wlaschiha",4,1,High,Very Popular
